year,month,day,hour,day_of_week,temperature_F,demand_actual
2019,10,24,21,4,69.23,11298
2019,10,24,22,4,64.50,10809
2019,10,24,23,4,60.77,10091
2019,10,25,0,5,57.90,9405
2019,10,25,1,5,56.81,8918
2019,10,25,2,5,55.80,8646
2019,10,25,3,5,54.60,8559
2019,10,25,4,5,53.78,8551
2019,10,25,5,5,52.80,8779
2019,10,25,6,5,51.73,9392
2019,10,25,7,5,51.89,10518
2019,10,25,8,5,52.08,11073
2019,10,25,9,5,52.72,11047
2019,10,25,10,5,52.34,11098
2019,10,25,11,5,52.87,11001
2019,10,25,12,5,53.12,10861
2019,10,25,13,5,55.02,10728
2019,10,25,14,5,58.25,10764
2019,10,25,15,5,62.53,10747
2019,10,25,16,5,66.12,10706
2019,10,25,17,5,69.01,10690
2019,10,25,18,5,70.71,10717
2019,10,25,19,5,71.15,10851
2019,10,25,20,5,71.36,10997
2019,10,25,21,5,70.54,10727
2019,10,25,22,5,67.93,10336
2019,10,25,23,5,65.61,9775
2019,10,26,0,6,64.48,9157
2019,10,26,1,6,64.18,8578
2019,10,26,2,6,63.61,8294
2019,10,26,3,6,62.32,7979
2019,10,26,4,6,61.61,7928
2019,10,26,5,6,60.57,7947
2019,10,26,6,6,59.65,8135
2019,10,26,7,6,59.26,8502
2019,10,26,8,6,58.92,8929
2019,10,26,9,6,58.10,9274
2019,10,26,10,6,57.01,9606
2019,10,26,11,6,56.89,9891
2019,10,26,12,6,57.36,10042
2019,10,26,13,6,60.53,10213
2019,10,26,14,6,64.82,10288
2019,10,26,15,6,69.94,10291
2019,10,26,16,6,71.67,10311
2019,10,26,17,6,73.31,10325
2019,10,26,18,6,73.94,10408
2019,10,26,19,6,74.13,10604
2019,10,26,20,6,73.86,10767
2019,10,26,21,6,73.12,10602
2019,10,26,22,6,71.31,10305
2019,10,26,23,6,70.61,9846
2019,10,27,0,7,70.02,9338
2019,10,27,1,7,69.92,8838
2019,10,27,2,7,69.66,8458
2019,10,27,3,7,69.28,8279
2019,10,27,4,7,68.96,8198
2019,10,27,5,7,68.97,8214
2019,10,27,6,7,69.55,8353
2019,10,27,7,7,70.18,8632
2019,10,27,8,7,70.74,9066
2019,10,27,9,7,71.28,9548
2019,10,27,10,7,71.17,10066
2019,10,27,11,7,71.25,10420
2019,10,27,12,7,71.00,10799
2019,10,27,13,7,71.41,11320
2019,10,27,14,7,72.76,11756
2019,10,27,15,7,74.99,12094
2019,10,27,16,7,76.07,12320
2019,10,27,17,7,78.08,12494
2019,10,27,18,7,79.73,12431
2019,10,27,19,7,80.54,12125
2019,10,27,20,7,81.33,12127
2019,10,27,21,7,80.77,11602
2019,10,27,22,7,76.19,10857
2019,10,27,23,7,72.71,10019
2019,10,28,0,1,70.39,9163
2019,10,28,1,1,67.82,8571
2019,10,28,2,1,66.49,8142
2019,10,28,3,1,63.99,7927
2019,10,28,4,1,62.17,7860
2019,10,28,5,1,60.85,8017
2019,10,28,6,1,59.28,8636
2019,10,28,7,1,58.66,9738
2019,10,28,8,1,57.56,10346
2019,10,28,9,1,56.01,10433
2019,10,28,10,1,55.23,10622
2019,10,28,11,1,55.06,10837
2019,10,28,12,1,54.92,10943
2019,10,28,13,1,57.65,11243
2019,10,28,14,1,62.84,11513
2019,10,28,15,1,67.88,11711
2019,10,28,16,1,70.54,12082
2019,10,28,17,1,72.52,12246
2019,10,28,18,1,74.20,12266
2019,10,28,19,1,75.46,12236
2019,10,28,20,1,75.97,12381
2019,10,28,21,1,75.89,11961
2019,10,28,22,1,72.08,11255
2019,10,28,23,1,68.86,10306
2019,10,29,0,2,67.01,9425
2019,10,29,1,2,65.90,8743
2019,10,29,2,2,64.76,8397
2019,10,29,3,2,63.03,8197
2019,10,29,4,2,62.39,8151
2019,10,29,5,2,61.13,8303
2019,10,29,6,2,60.51,8935
2019,10,29,7,2,60.15,10078
2019,10,29,8,2,59.73,10719
2019,10,29,9,2,59.71,10758
2019,10,29,10,2,59.90,10843
2019,10,29,11,2,59.72,10992
2019,10,29,12,2,59.82,11059
2019,10,29,13,2,60.67,11053
2019,10,29,14,2,61.61,11129
2019,10,29,15,2,64.28,11128
2019,10,29,16,2,66.01,11128
2019,10,29,17,2,68.53,11185
2019,10,29,18,2,70.01,11208
2019,10,29,19,2,70.01,11622
2019,10,29,20,2,70.24,11937
2019,10,29,21,2,69.60,11637
2019,10,29,22,2,67.20,11043
2019,10,29,23,2,66.05,10238
2019,10,30,0,3,65.49,9453
2019,10,30,1,3,64.84,8879
2019,10,30,2,3,64.65,8551
2019,10,30,3,3,64.06,8364
2019,10,30,4,3,63.72,8281
2019,10,30,5,3,63.13,8456
2019,10,30,6,3,62.95,9019
2019,10,30,7,3,63.04,10199
2019,10,30,8,3,63.04,10924
2019,10,30,9,3,62.68,10943
2019,10,30,10,3,62.86,11015
2019,10,30,11,3,62.64,11189
2019,10,30,12,3,62.72,11216
2019,10,30,13,3,62.63,11214
2019,10,30,14,3,62.98,11268
2019,10,30,15,3,63.55,11188
2019,10,30,16,3,64.27,11186
2019,10,30,17,3,64.74,11264
2019,10,30,18,3,65.41,11344
2019,10,30,19,3,65.75,11703
2019,10,30,20,3,65.95,11791
2019,10,30,21,3,66.38,11567
2019,10,30,22,3,66.57,11102
2019,10,30,23,3,66.30,10370
2019,10,31,0,4,66.50,9678
2019,10,31,1,4,66.77,9179
2019,10,31,2,4,67.02,8880
2019,10,31,3,4,67.60,8719
2019,10,31,4,4,68.12,8705
2019,10,31,5,4,68.35,8897
2019,10,31,6,4,69.28,9545
2019,10,31,7,4,69.48,10755
2019,10,31,8,4,70.08,11548
2019,10,31,9,4,70.16,11681
2019,10,31,10,4,70.50,11958
2019,10,31,11,4,70.41,12265
2019,10,31,12,4,71.01,12461
2019,10,31,13,4,71.62,12679
2019,10,31,14,4,73.03,12974
2019,10,31,15,4,75.30,13097
2019,10,31,16,4,76.06,13091
2019,10,31,17,4,77.56,12995
2019,10,31,18,4,78.78,12823
2019,10,31,19,4,79.71,12586
2019,10,31,20,4,77.69,12335
2019,10,31,21,4,76.54,11907
2019,10,31,22,4,72.09,11169
2019,10,31,23,4,70.25,10204
2019,11,1,0,5,68.73,9308
2019,11,1,1,5,65.47,8768
2019,11,1,2,5,59.79,8518
2019,11,1,3,5,53.36,8482
2019,11,1,4,5,50.21,8584
2019,11,1,5,5,48.42,8935
2019,11,1,6,5,46.11,9740
2019,11,1,7,5,44.98,11163
2019,11,1,8,5,43.18,12096
2019,11,1,9,5,41.35,12215
2019,11,1,10,5,38.87,12009
2019,11,1,11,5,38.81,11648
2019,11,1,12,5,38.76,11247
2019,11,1,13,5,41.09,10855
2019,11,1,14,5,44.33,10600
2019,11,1,15,5,48.38,10393
2019,11,1,16,5,50.52,10263
2019,11,1,17,5,53.13,10281
2019,11,1,18,5,54.67,10470
2019,11,1,19,5,56.42,10786
2019,11,1,20,5,57.43,11183
2019,11,1,21,5,57.95,11141
2019,11,1,22,5,53.45,10971
2019,11,1,23,5,49.64,10640
2019,11,2,0,6,46.88,10255
2019,11,2,1,6,45.66,9924
2019,11,2,2,6,44.68,9746
2019,11,2,3,6,43.03,9748
2019,11,2,4,6,41.70,9843
2019,11,2,5,6,39.64,10032
2019,11,2,6,6,38.77,10455
2019,11,2,7,6,38.64,11042
2019,11,2,8,6,38.03,11658
2019,11,2,9,6,37.38,12121
2019,11,2,10,6,36.01,11923
2019,11,2,11,6,35.69,11331
2019,11,2,12,6,35.48,10763
2019,11,2,13,6,39.23,10250
2019,11,2,14,6,46.02,9844
2019,11,2,15,6,51.70,9595
2019,11,2,16,6,54.26,9501
2019,11,2,17,6,57.42,9558
2019,11,2,18,6,58.65,9759
2019,11,2,19,6,59.98,10156
2019,11,2,20,6,60.72,10580
2019,11,2,21,6,60.74,10530
2019,11,2,22,6,55.53,10398
2019,11,2,23,6,52.40,10109
2019,11,3,0,7,50.40,9773
2019,11,3,1,7,50.06,9514
2019,11,3,1,7,50.06,9574
2019,11,3,2,7,48.72,9492
2019,11,3,3,7,46.42,9559
2019,11,3,4,7,44.63,9744
2019,11,3,5,7,43.36,10018
2019,11,3,6,7,42.25,10468
2019,11,3,7,7,41.51,11077
2019,11,3,8,7,40.30,11728
2019,11,3,9,7,38.10,11753
2019,11,3,10,7,37.01,11164
2019,11,3,11,7,36.89,10542
2019,11,3,12,7,36.93,10045
2019,11,3,13,7,40.29,9806
2019,11,3,14,7,47.18,9599
2019,11,3,15,7,52.19,9495
2019,11,3,16,7,53.53,9558
2019,11,3,17,7,55.90,9859
2019,11,3,18,7,57.20,10621
2019,11,3,19,7,58.00,11243
2019,11,3,20,7,58.76,11273
2019,11,3,21,7,58.87,11210
2019,11,3,22,7,54.41,10904
2019,11,3,23,7,50.53,10506
2019,11,4,0,1,47.60,10205
2019,11,4,1,1,46.16,10074
2019,11,4,2,1,44.29,10110
2019,11,4,3,1,41.34,10250
2019,11,4,4,1,40.91,10480
2019,11,4,5,1,39.17,11029
2019,11,4,6,1,38.26,12043
2019,11,4,7,1,37.56,13471
2019,11,4,8,1,36.70,13895
2019,11,4,9,1,35.79,13336
2019,11,4,10,1,35.27,12494
2019,11,4,11,1,35.32,11932
2019,11,4,12,1,35.63,11581
2019,11,4,13,1,39.54,11343
2019,11,4,14,1,47.41,11239
2019,11,4,15,1,53.56,11126
2019,11,4,16,1,55.95,11119
2019,11,4,17,1,58.84,11255
2019,11,4,18,1,59.76,11956
2019,11,4,19,1,60.09,12374
2019,11,4,20,1,59.66,12228
2019,11,4,21,1,59.42,11873
2019,11,4,22,1,55.60,11284
2019,11,4,23,1,54.38,10557
2019,11,5,0,2,52.78,9990
2019,11,5,1,2,52.53,9620
2019,11,5,2,2,52.23,9426
2019,11,5,3,2,50.83,9374
2019,11,5,4,2,50.80,9397
2019,11,5,5,2,50.28,9672
2019,11,5,6,2,49.89,10384
2019,11,5,7,2,49.58,11500
2019,11,5,8,2,49.05,11867
2019,11,5,9,2,48.60,11740
2019,11,5,10,2,47.71,11516
2019,11,5,11,2,48.31,11264
2019,11,5,12,2,48.52,10982
2019,11,5,13,2,49.87,10806
2019,11,5,14,2,54.11,10816
2019,11,5,15,2,58.64,10696
2019,11,5,16,2,61.72,10788
2019,11,5,17,2,64.91,10836
2019,11,5,18,2,66.40,11271
2019,11,5,19,2,67.29,11750
2019,11,5,20,2,67.65,11627
2019,11,5,21,2,67.10,11238
2019,11,5,22,2,64.05,10793
2019,11,5,23,2,61.35,9977
2019,11,6,0,3,59.13,9470
2019,11,6,1,3,57.91,9106
2019,11,6,2,3,55.91,8914
2019,11,6,3,3,53.60,8894
2019,11,6,4,3,53.43,9016
2019,11,6,5,3,53.44,9362
2019,11,6,6,3,52.89,10176
2019,11,6,7,3,52.93,11473
2019,11,6,8,3,51.62,11866
2019,11,6,9,3,49.87,11590
2019,11,6,10,3,48.99,11264
2019,11,6,11,3,48.78,11172
2019,11,6,12,3,48.63,10844
2019,11,6,13,3,50.16,10777
2019,11,6,14,3,53.64,10732
2019,11,6,15,3,58.90,10659
2019,11,6,16,3,60.77,10633
2019,11,6,17,3,63.21,10791
2019,11,6,18,3,64.12,11244
2019,11,6,19,3,64.80,11727
2019,11,6,20,3,65.20,11595
2019,11,6,21,3,64.92,11382
2019,11,6,22,3,60.00,10924
2019,11,6,23,3,56.56,10333
2019,11,7,0,4,54.87,9812
2019,11,7,1,4,52.99,9508
2019,11,7,2,4,50.79,9418
2019,11,7,3,4,49.12,9399
2019,11,7,4,4,48.70,9499
2019,11,7,5,4,47.18,9830
2019,11,7,6,4,46.80,10609
2019,11,7,7,4,46.10,11818
2019,11,7,8,4,45.13,12148
2019,11,7,9,4,44.54,11894
2019,11,7,10,4,44.75,11488
2019,11,7,11,4,44.73,11174
2019,11,7,12,4,45.53,10927
2019,11,7,13,4,47.15,10782
2019,11,7,14,4,52.08,10841
2019,11,7,15,4,58.69,10778
2019,11,7,16,4,61.80,10751
2019,11,7,17,4,64.64,10916
2019,11,7,18,4,66.20,11464
2019,11,7,19,4,66.97,11735
2019,11,7,20,4,66.96,11575
2019,11,7,21,4,66.66,11292
2019,11,7,22,4,63.52,10732
2019,11,7,23,4,61.51,9991
2019,11,8,0,5,60.78,9336
2019,11,8,1,5,60.52,8871
2019,11,8,2,5,59.50,8633
2019,11,8,3,5,57.74,8532
2019,11,8,4,5,57.76,8607
2019,11,8,5,5,56.63,8929
2019,11,8,6,5,55.34,9748
2019,11,8,7,5,53.26,11104
2019,11,8,8,5,51.23,11681
2019,11,8,9,5,49.40,11699
2019,11,8,10,5,46.16,11562
2019,11,8,11,5,45.97,11406
2019,11,8,12,5,45.26,11114
2019,11,8,13,5,45.10,10873
2019,11,8,14,5,45.98,10773
2019,11,8,15,5,47.42,10657
2019,11,8,16,5,48.25,10709
2019,11,8,17,5,49.31,11066
2019,11,8,18,5,50.34,11890
2019,11,8,19,5,50.36,12406
2019,11,8,20,5,50.27,12417
2019,11,8,21,5,49.31,12414
2019,11,8,22,5,44.96,12290
2019,11,8,23,5,42.89,12011
2019,11,9,0,6,41.50,11693
2019,11,9,1,6,40.71,11529
2019,11,9,2,6,38.98,11525
2019,11,9,3,6,36.93,11628
2019,11,9,4,6,36.16,11831
2019,11,9,5,6,34.38,12133
2019,11,9,6,6,33.53,12666
2019,11,9,7,6,32.71,13291
2019,11,9,8,6,31.07,13778
2019,11,9,9,6,29.64,13680
2019,11,9,10,6,28.37,13018
2019,11,9,11,6,28.35,12349
2019,11,9,12,6,28.38,11705
2019,11,9,13,6,30.76,11090
2019,11,9,14,6,35.74,10653
2019,11,9,15,6,40.86,10376
2019,11,9,16,6,42.81,10345
2019,11,9,17,6,45.67,10657
2019,11,9,18,6,47.26,11487
2019,11,9,19,6,48.33,12085
2019,11,9,20,6,49.23,12238
2019,11,9,21,6,50.04,12353
2019,11,9,22,6,45.55,12299
2019,11,9,23,6,42.75,12058
2019,11,10,0,7,39.89,11836
2019,11,10,1,7,38.88,11650
2019,11,10,2,7,36.94,11617
2019,11,10,3,7,34.50,11657
2019,11,10,4,7,34.38,11770
2019,11,10,5,7,33.42,11954
2019,11,10,6,7,32.97,12244
2019,11,10,7,7,32.46,12669
2019,11,10,8,7,32.46,13022
2019,11,10,9,7,32.49,12837
2019,11,10,10,7,31.92,12049
2019,11,10,11,7,32.01,11112
2019,11,10,12,7,32.89,10431
2019,11,10,13,7,35.05,10034
2019,11,10,14,7,43.21,9739
2019,11,10,15,7,50.48,9597
2019,11,10,16,7,53.71,9605
2019,11,10,17,7,57.98,9840
2019,11,10,18,7,60.31,10512
2019,11,10,19,7,61.77,10984
2019,11,10,20,7,62.74,10910
2019,11,10,21,7,63.06,10854
2019,11,10,22,7,58.28,10544
2019,11,10,23,7,55.06,10132
2019,11,11,0,1,53.11,9745
2019,11,11,1,1,51.69,9539
2019,11,11,2,1,50.31,9461
2019,11,11,3,1,47.75,9504
2019,11,11,4,1,47.18,9672
2019,11,11,5,1,45.49,10067
2019,11,11,6,1,44.74,10905
2019,11,11,7,1,44.19,12033
2019,11,11,8,1,43.39,12596
2019,11,11,9,1,42.91,12514
2019,11,11,10,1,41.46,12154
2019,11,11,11,1,41.55,11677
2019,11,11,12,1,41.56,11257
2019,11,11,13,1,42.94,10975
2019,11,11,14,1,49.05,10835
2019,11,11,15,1,55.76,10717
2019,11,11,16,1,59.99,10705
2019,11,11,17,1,64.24,10848
2019,11,11,18,1,65.73,11456
2019,11,11,19,1,66.74,11875
2019,11,11,20,1,66.78,11754
2019,11,11,21,1,66.15,11460
2019,11,11,22,1,61.07,10929
2019,11,11,23,1,58.91,10205
2019,11,12,0,2,57.33,9521
2019,11,12,1,2,56.57,9091
2019,11,12,2,2,55.57,8832
2019,11,12,3,2,54.87,8738
2019,11,12,4,2,55.07,8728
2019,11,12,5,2,54.31,9004
2019,11,12,6,2,54.49,9713
2019,11,12,7,2,54.69,10942
2019,11,12,8,2,53.52,11542
2019,11,12,9,2,53.00,11766
2019,11,12,10,2,51.49,12057
2019,11,12,11,2,51.56,12415
2019,11,12,12,2,51.34,12683
2019,11,12,13,2,50.09,12808
2019,11,12,14,2,45.90,12753
2019,11,12,15,2,42.07,12558
2019,11,12,16,2,40.92,12482
2019,11,12,17,2,40.72,13031
2019,11,12,18,2,40.41,14209
2019,11,12,19,2,40.71,15124
2019,11,12,20,2,40.63,15345
2019,11,12,21,2,40.77,15329
2019,11,12,22,2,37.59,15000
2019,11,12,23,2,35.99,14109
2019,11,13,0,3,34.24,14008
2019,11,13,1,3,32.84,13857
2019,11,13,2,3,31.17,13801
2019,11,13,3,3,29.45,13924
2019,11,13,4,3,28.89,14179
2019,11,13,5,3,27.99,14675
2019,11,13,6,3,27.65,15660
2019,11,13,7,3,27.00,17131
2019,11,13,8,3,25.89,17311
2019,11,13,9,3,24.94,16627
2019,11,13,10,3,23.49,15895
2019,11,13,11,3,23.57,15100
2019,11,13,12,3,23.48,14372
2019,11,13,13,3,24.93,13732
2019,11,13,14,3,28.04,13273
2019,11,13,15,3,32.09,12981
2019,11,13,16,3,33.43,13006
2019,11,13,17,3,35.87,13512
2019,11,13,18,3,37.36,14640
2019,11,13,19,3,38.66,15516
2019,11,13,20,3,39.75,15770
2019,11,13,21,3,40.34,15759
2019,11,13,22,3,36.06,15516
2019,11,13,23,3,34.08,15012
2019,11,14,0,4,32.31,14590
2019,11,14,1,4,31.22,14378
2019,11,14,2,4,30.25,14407
2019,11,14,3,4,28.22,14458
2019,11,14,4,4,28.29,14545
2019,11,14,5,4,27.75,14822
2019,11,14,6,4,26.53,15546
2019,11,14,7,4,26.39,16619
2019,11,14,8,4,26.65,16598
2019,11,14,9,4,26.14,16283
2019,11,14,10,4,27.92,15850
2019,11,14,11,4,28.31,15438
2019,11,14,12,4,29.06,14898
2019,11,14,13,4,30.28,14494
2019,11,14,14,4,32.32,14271
2019,11,14,15,4,35.45,14003
2019,11,14,16,4,36.87,13899
2019,11,14,17,4,38.63,14065
2019,11,14,18,4,39.45,14616
2019,11,14,19,4,40.01,14795
2019,11,14,20,4,40.61,14610
2019,11,14,21,4,40.28,14288
2019,11,14,22,4,41.30,13661
2019,11,14,23,4,40.83,12916
2019,11,15,0,5,40.74,12176
2019,11,15,1,5,40.77,11707
2019,11,15,2,5,40.10,11461
2019,11,15,3,5,39.20,11401
2019,11,15,4,5,39.59,11459
2019,11,15,5,5,39.10,11705
2019,11,15,6,5,39.08,12403
2019,11,15,7,5,39.24,13544
2019,11,15,8,5,39.05,13920
2019,11,15,9,5,38.70,13835
2019,11,15,10,5,39.29,13690
2019,11,15,11,5,39.19,13514
2019,11,15,12,5,39.40,13307
2019,11,15,13,5,40.04,12977
2019,11,15,14,5,41.85,12766
2019,11,15,15,5,44.85,12449
2019,11,15,16,5,45.82,12328
2019,11,15,17,5,47.22,12450
2019,11,15,18,5,48.24,13021
2019,11,15,19,5,48.88,13121
2019,11,15,20,5,49.80,12889
2019,11,15,21,5,50.28,12617
2019,11,15,22,5,48.53,12225
2019,11,15,23,5,47.53,11671
2019,11,16,0,6,46.50,11077
2019,11,16,1,6,46.58,10662
2019,11,16,2,6,46.32,10415
2019,11,16,3,6,46.03,10302
2019,11,16,4,6,46.07,10294
2019,11,16,5,6,45.68,10420
2019,11,16,6,6,45.86,10762
2019,11,16,7,6,45.75,11232
2019,11,16,8,6,45.71,11650
2019,11,16,9,6,44.66,12105
2019,11,16,10,6,45.08,12245
2019,11,16,11,6,44.66,12079
2019,11,16,12,6,44.21,11744
2019,11,16,13,6,43.42,11331
2019,11,16,14,6,43.45,10975
2019,11,16,15,6,45.58,10735
2019,11,16,16,6,46.33,10720
2019,11,16,17,6,47.75,10969
2019,11,16,18,6,48.86,11728
2019,11,16,19,6,49.68,12056
2019,11,16,20,6,50.09,12019
2019,11,16,21,6,50.15,11938
2019,11,16,22,6,48.34,11718
2019,11,16,23,6,46.91,11359
2019,11,17,0,7,46.39,10950
2019,11,17,1,7,46.08,10634
2019,11,17,2,7,44.86,10431
2019,11,17,3,7,43.64,10362
2019,11,17,4,7,43.06,10381
2019,11,17,5,7,42.05,10500
2019,11,17,6,7,42.19,10771
2019,11,17,7,7,41.54,11170
2019,11,17,8,7,41.30,11548
2019,11,17,9,7,40.43,11905
2019,11,17,10,7,40.75,11707
2019,11,17,11,7,40.69,11170
2019,11,17,12,7,40.61,10724
2019,11,17,13,7,41.08,10457
2019,11,17,14,7,42.66,10145
2019,11,17,15,7,46.42,9918
2019,11,17,16,7,48.29,9937
2019,11,17,17,7,51.20,10268
2019,11,17,18,7,52.74,11164
2019,11,17,19,7,54.33,11692
2019,11,17,20,7,54.78,11748
2019,11,17,21,7,54.58,11623
2019,11,17,22,7,50.59,11228
2019,11,17,23,7,48.64,10664
2019,11,18,0,1,47.55,10159
2019,11,18,1,1,46.97,9812
2019,11,18,2,1,45.95,9659
2019,11,18,3,1,44.98,9624
2019,11,18,4,1,44.58,9730
2019,11,18,5,1,43.81,10069
2019,11,18,6,1,44.17,10922
2019,11,18,7,1,43.70,12259
2019,11,18,8,1,43.15,12728
2019,11,18,9,1,42.54,12731
2019,11,18,10,1,42.34,12730
2019,11,18,11,1,42.34,12690
2019,11,18,12,1,42.64,12612
2019,11,18,13,1,42.53,12492
2019,11,18,14,1,43.00,12394
2019,11,18,15,1,44.51,12197
2019,11,18,16,1,44.89,12136
2019,11,18,17,1,45.50,12321
2019,11,18,18,1,45.39,12999
2019,11,18,19,1,45.99,13294
2019,11,18,20,1,47.10,13156
2019,11,18,21,1,47.22,12832
2019,11,18,22,1,47.25,12334
2019,11,18,23,1,46.52,11603
2019,11,19,0,2,45.85,10730
2019,11,19,1,2,45.63,10506
2019,11,19,2,2,44.56,10308
2019,11,19,3,2,43.92,10244
2019,11,19,4,2,43.89,10256
2019,11,19,5,2,43.16,10546
2019,11,19,6,2,42.77,11278
2019,11,19,7,2,42.20,12512
2019,11,19,8,2,42.04,12911
2019,11,19,9,2,42.47,12852
2019,11,19,10,2,43.24,12640
2019,11,19,11,2,44.02,12385
2019,11,19,12,2,44.47,12082
2019,11,19,13,2,44.45,11718
2019,11,19,14,2,45.56,11507
2019,11,19,15,2,47.02,11319
2019,11,19,16,2,48.03,11223
2019,11,19,17,2,50.86,11536
2019,11,19,18,2,51.92,12318
2019,11,19,19,2,52.65,12839
2019,11,19,20,2,53.55,12835
2019,11,19,21,2,53.77,12617
2019,11,19,22,2,50.18,12120
2019,11,19,23,2,48.61,11352
2019,11,20,0,3,48.04,10705
2019,11,20,1,3,47.65,10310
2019,11,20,2,3,46.68,10171
2019,11,20,3,3,45.59,10197
2019,11,20,4,3,45.55,10366
2019,11,20,5,3,44.75,10767
2019,11,20,6,3,44.36,11675
2019,11,20,7,3,44.15,13121
2019,11,20,8,3,43.22,13596
2019,11,20,9,3,42.11,13164
2019,11,20,10,3,42.24,12422
2019,11,20,11,3,41.77,11914
2019,11,20,12,3,41.33,11525
2019,11,20,13,3,42.88,11197
2019,11,20,14,3,48.47,11056
2019,11,20,15,3,53.60,10912
2019,11,20,16,3,55.50,10907
2019,11,20,17,3,57.69,11187
2019,11,20,18,3,59.23,11962
2019,11,20,19,3,59.73,12484
2019,11,20,20,3,59.87,12530
2019,11,20,21,3,59.56,12452
2019,11,20,22,3,54.02,12143
2019,11,20,23,3,50.99,11538
2019,11,21,0,4,48.33,11067
2019,11,21,1,4,47.33,10782
2019,11,21,2,4,45.71,10743
2019,11,21,3,4,43.28,10805
2019,11,21,4,4,42.53,11074
2019,11,21,5,4,40.83,11547
2019,11,21,6,4,39.94,12571
2019,11,21,7,4,39.14,14056
2019,11,21,8,4,37.34,14577
2019,11,21,9,4,36.72,14010
2019,11,21,10,4,35.22,12997
2019,11,21,11,4,35.14,12252
2019,11,21,12,4,35.82,11644
2019,11,21,13,4,36.93,11250
2019,11,21,14,4,44.64,11092
2019,11,21,15,4,50.78,10947
2019,11,21,16,4,53.33,10930
2019,11,21,17,4,56.47,11156
2019,11,21,18,4,58.50,11906
2019,11,21,19,4,59.41,12281
2019,11,21,20,4,59.57,12241
2019,11,21,21,4,59.41,12032
2019,11,21,22,4,55.93,11590
2019,11,21,23,4,54.27,10867
2019,11,22,0,5,52.81,10254
2019,11,22,1,5,52.29,9875
2019,11,22,2,5,51.07,9689
2019,11,22,3,5,49.53,9634
2019,11,22,4,5,49.24,9667
2019,11,22,5,5,48.52,9925
2019,11,22,6,5,47.72,10597
2019,11,22,7,5,47.74,11736
2019,11,22,8,5,47.94,12098
2019,11,22,9,5,47.97,12038
2019,11,22,10,5,49.09,11859
2019,11,22,11,5,49.03,11731
2019,11,22,12,5,48.98,11469
2019,11,22,13,5,50.16,11118
2019,11,22,14,5,53.28,10897
2019,11,22,15,5,56.71,10692
2019,11,22,16,5,58.44,10573
2019,11,22,17,5,60.73,10702
2019,11,22,18,5,62.00,11262
2019,11,22,19,5,62.95,11408
2019,11,22,20,5,63.34,11188
2019,11,22,21,5,63.06,10952
2019,11,22,22,5,60.96,10589
2019,11,22,23,5,59.24,10038
2019,11,23,0,6,58.12,9476
2019,11,23,1,6,57.76,8998
2019,11,23,2,6,56.61,8710
2019,11,23,3,6,55.63,8550
2019,11,23,4,6,55.18,8511
2019,11,23,5,6,55.10,8581
2019,11,23,6,6,54.21,8863
2019,11,23,7,6,54.03,9311
2019,11,23,8,6,53.43,9805
2019,11,23,9,6,52.72,10417
2019,11,23,10,6,52.59,10892
2019,11,23,11,6,52.17,11235
2019,11,23,12,6,51.79,11396
2019,11,23,13,6,50.95,11350
2019,11,23,14,6,50.60,11264
2019,11,23,15,6,50.34,11183
2019,11,23,16,6,50.15,11201
2019,11,23,17,6,49.58,11399
2019,11,23,18,6,49.46,11834
2019,11,23,19,6,49.50,11740
2019,11,23,20,6,50.20,11504
2019,11,23,21,6,50.75,11221
2019,11,23,22,6,51.37,10822
2019,11,23,23,6,52.19,10352
2019,11,24,0,7,52.60,9864
2019,11,24,1,7,53.03,9481
2019,11,24,2,7,53.53,9293
2019,11,24,3,7,53.09,9270
2019,11,24,4,7,52.07,9334
2019,11,24,5,7,51.41,9548
2019,11,24,6,7,51.17,9911
2019,11,24,7,7,49.46,10444
2019,11,24,8,7,48.41,10984
2019,11,24,9,7,46.28,11366
2019,11,24,10,7,44.39,11157
2019,11,24,11,7,43.98,10743
2019,11,24,12,7,43.94,10269
2019,11,24,13,7,44.45,10159
2019,11,24,14,7,46.90,9889
2019,11,24,15,7,49.82,9693
2019,11,24,16,7,51.17,9831
2019,11,24,17,7,53.15,10123
2019,11,24,18,7,54.21,11114
2019,11,24,19,7,54.96,11727
2019,11,24,20,7,55.41,11905
2019,11,24,21,7,55.53,11952
2019,11,24,22,7,50.30,11693
2019,11,24,23,7,47.31,11300
2019,11,25,0,1,45.11,10953
2019,11,25,1,1,44.43,10818
2019,11,25,2,1,43.36,10865
2019,11,25,3,1,41.91,11048
2019,11,25,4,1,41.00,11349
2019,11,25,5,1,38.74,11903
2019,11,25,6,1,37.73,12953
2019,11,25,7,1,37.08,14492
2019,11,25,8,1,35.73,15070
2019,11,25,9,1,35.67,14547
2019,11,25,10,1,34.17,13494
2019,11,25,11,1,33.28,12583
2019,11,25,12,1,33.82,11884
2019,11,25,13,1,34.65,11403
2019,11,25,14,1,41.77,11058
2019,11,25,15,1,49.14,10961
2019,11,25,16,1,52.36,10847
2019,11,25,17,1,55.86,11069
2019,11,25,18,1,57.94,11867
2019,11,25,19,1,59.04,12467
2019,11,25,20,1,60.12,12628
2019,11,25,21,1,60.11,12567
2019,11,25,22,1,54.37,12232
2019,11,25,23,1,50.73,11694
2019,11,26,0,2,47.37,11200
2019,11,26,1,2,45.98,10940
2019,11,26,2,2,43.92,10921
2019,11,26,3,2,41.40,11039
