year,month,day,hour,day_of_week,temperature_F,demand_actual
2019,3,30,8,6,53.80,9159
2019,3,30,9,6,52.63,9630
2019,3,30,10,6,52.65,9761
2019,3,30,11,6,52.48,9719
2019,3,30,12,6,52.25,9606
2019,3,30,13,6,55.38,9503
2019,3,30,14,6,59.65,9436
2019,3,30,15,6,66.32,9386
2019,3,30,16,6,69.53,9416
2019,3,30,17,6,72.25,9544
2019,3,30,18,6,73.25,9670
2019,3,30,19,6,73.93,9674
2019,3,30,20,6,74.12,9773
2019,3,30,21,6,74.46,10139
2019,3,30,22,6,71.82,9830
2019,3,30,23,6,70.50,9306
2019,3,31,0,7,67.75,8690
2019,3,31,1,7,67.19,8124
2019,3,31,2,7,66.14,7785
2019,3,31,3,7,64.44,7534
2019,3,31,4,7,63.60,7427
2019,3,31,5,7,62.19,7435
2019,3,31,6,7,62.51,7530
2019,3,31,7,7,62.59,7864
2019,3,31,8,7,62.19,8285
2019,3,31,9,7,60.98,8916
2019,3,31,10,7,58.77,9353
2019,3,31,11,7,58.79,9462
2019,3,31,12,7,58.82,9395
2019,3,31,13,7,58.80,9345
2019,3,31,14,7,59.20,9175
2019,3,31,15,7,57.86,9099
2019,3,31,16,7,57.53,9055
2019,3,31,17,7,58.14,9210
2019,3,31,18,7,58.86,9443
2019,3,31,19,7,60.46,9628
2019,3,31,20,7,60.01,10056
2019,3,31,21,7,59.97,10768
2019,3,31,22,7,55.59,10576
2019,3,31,23,7,53.97,10083
2019,4,1,0,1,52.44,9612
2019,4,1,1,1,50.97,9358
2019,4,1,2,1,49.50,9352
2019,4,1,3,1,46.54,9480
2019,4,1,4,1,44.63,9763
2019,4,1,5,1,42.60,10317
2019,4,1,6,1,41.26,11402
2019,4,1,7,1,40.24,13163
2019,4,1,8,1,38.63,13905
2019,4,1,9,1,36.68,13644
2019,4,1,10,1,34.78,13203
2019,4,1,11,1,34.48,12690
2019,4,1,12,1,34.60,12215
2019,4,1,13,1,36.74,11757
2019,4,1,14,1,39.07,11385
2019,4,1,15,1,42.83,10992
2019,4,1,16,1,44.91,10706
2019,4,1,17,1,47.31,10585
2019,4,1,18,1,49.25,10690
2019,4,1,19,1,50.73,10983
2019,4,1,20,1,51.91,11529
2019,4,1,21,1,53.27,12299
2019,4,1,22,1,51.96,12108
2019,4,1,23,1,50.40,11577
2019,4,2,0,2,47.17,11023
2019,4,2,1,2,45.46,10753
2019,4,2,2,2,44.60,10683
2019,4,2,3,2,42.76,10759
2019,4,2,4,2,41.38,10912
2019,4,2,5,2,39.94,11230
2019,4,2,6,2,38.95,12048
2019,4,2,7,2,38.75,13382
2019,4,2,8,2,39.04,14013
2019,4,2,9,2,37.63,13928
2019,4,2,10,2,37.68,13878
2019,4,2,11,2,37.52,13871
2019,4,2,12,2,37.80,13657
2019,4,2,13,2,37.76,13329
2019,4,2,14,2,37.55,13023
2019,4,2,15,2,38.63,12517
2019,4,2,16,2,39.98,12038
2019,4,2,17,2,41.18,11690
2019,4,2,18,2,42.69,11529
2019,4,2,19,2,44.39,11646
2019,4,2,20,2,46.83,12006
2019,4,2,21,2,48.49,12723
2019,4,2,22,2,48.61,12480
2019,4,2,23,2,48.17,11872
2019,4,3,0,3,45.99,11313
2019,4,3,1,3,44.63,11029
2019,4,3,2,3,43.24,11018
2019,4,3,3,3,41.08,11159
2019,4,3,4,3,39.13,11380
2019,4,3,5,3,37.63,11856
2019,4,3,6,3,37.21,12823
2019,4,3,7,3,36.99,14349
2019,4,3,8,3,35.92,14805
2019,4,3,9,3,34.37,14142
2019,4,3,10,3,35.02,12884
2019,4,3,11,3,34.93,11993
2019,4,3,12,3,36.55,11380
2019,4,3,13,3,43.18,10952
2019,4,3,14,3,52.78,10783
2019,4,3,15,3,58.98,10562
2019,4,3,16,3,61.84,10460
2019,4,3,17,3,64.82,10462
2019,4,3,18,3,66.46,10562
2019,4,3,19,3,67.72,10655
2019,4,3,20,3,68.91,10836
2019,4,3,21,3,69.45,11354
2019,4,3,22,3,67.28,10985
2019,4,3,23,3,65.91,10161
2019,4,4,0,4,62.94,9393
2019,4,4,1,4,60.34,8955
2019,4,4,2,4,58.26,8771
2019,4,4,3,4,54.64,8724
2019,4,4,4,4,53.62,8805
2019,4,4,5,4,52.03,9113
2019,4,4,6,4,50.24,9927
2019,4,4,7,4,49.16,11311
2019,4,4,8,4,48.44,11949
2019,4,4,9,4,47.70,11720
2019,4,4,10,4,48.50,11255
2019,4,4,11,4,47.82,10919
2019,4,4,12,4,48.28,10712
2019,4,4,13,4,52.41,10608
2019,4,4,14,4,59.30,10676
2019,4,4,15,4,66.54,10669
2019,4,4,16,4,69.44,10699
2019,4,4,17,4,71.93,10702
2019,4,4,18,4,72.96,10730
2019,4,4,19,4,73.58,10705
2019,4,4,20,4,73.31,10941
2019,4,4,21,4,72.85,11353
2019,4,4,22,4,70.40,10925
2019,4,4,23,4,68.96,10115
2019,4,5,0,5,66.68,9263
2019,4,5,1,5,65.34,8664
2019,4,5,2,5,64.33,8350
2019,4,5,3,5,62.47,8151
2019,4,5,4,5,60.98,8099
2019,4,5,5,5,59.51,8285
2019,4,5,6,5,58.29,8900
2019,4,5,7,5,57.39,10082
2019,4,5,8,5,56.69,10814
2019,4,5,9,5,55.23,10920
2019,4,5,10,5,53.99,11109
2019,4,5,11,5,53.87,11193
2019,4,5,12,5,53.72,11137
2019,4,5,13,5,53.54,11001
2019,4,5,14,5,54.24,10881
2019,4,5,15,5,55.59,10724
2019,4,5,16,5,56.63,10625
2019,4,5,17,5,57.21,10588
2019,4,5,18,5,57.72,10582
2019,4,5,19,5,57.56,10562
2019,4,5,20,5,58.00,10638
2019,4,5,21,5,58.77,10846
2019,4,5,22,5,58.85,10529
2019,4,5,23,5,58.29,9941
2019,4,6,0,6,58.21,9293
2019,4,6,1,6,57.55,8741
2019,4,6,2,6,57.20,8415
2019,4,6,3,6,56.47,8243
2019,4,6,4,6,56.04,8162
2019,4,6,5,6,55.55,8261
2019,4,6,6,6,55.49,8520
2019,4,6,7,6,55.33,8935
2019,4,6,8,6,55.05,9286
2019,4,6,9,6,55.20,9737
2019,4,6,10,6,54.39,9927
2019,4,6,11,6,54.52,9930
2019,4,6,12,6,54.41,9780
2019,4,6,13,6,54.96,9583
2019,4,6,14,6,56.24,9405
2019,4,6,15,6,59.35,9565
2019,4,6,16,6,61.23,9599
2019,4,6,17,6,65.07,9715
2019,4,6,18,6,66.90,10029
2019,4,6,19,6,68.26,10013
2019,4,6,20,6,69.65,9994
2019,4,6,21,6,71.41,10322
2019,4,6,22,6,69.93,10034
2019,4,6,23,6,69.10,9455
2019,4,7,0,7,65.96,8794
2019,4,7,1,7,64.52,8198
2019,4,7,2,7,63.26,7826
2019,4,7,3,7,61.02,7587
2019,4,7,4,7,59.58,7510
2019,4,7,5,7,57.62,7500
2019,4,7,6,7,56.97,7681
2019,4,7,7,7,56.58,7963
2019,4,7,8,7,55.58,8294
2019,4,7,9,7,54.54,8910
2019,4,7,10,7,54.76,9280
2019,4,7,11,7,54.75,9411
2019,4,7,12,7,56.46,9445
2019,4,7,13,7,58.30,9526
2019,4,7,14,7,60.30,9553
2019,4,7,15,7,63.86,9545
2019,4,7,16,7,65.54,9590
2019,4,7,17,7,66.71,9713
2019,4,7,18,7,67.67,9956
2019,4,7,19,7,69.45,10100
2019,4,7,20,7,70.17,10316
2019,4,7,21,7,71.40,10769
2019,4,7,22,7,69.35,10433
2019,4,7,23,7,68.94,9734
2019,4,8,0,1,67.44,8948
2019,4,8,1,1,66.70,8387
2019,4,8,2,1,65.20,8052
2019,4,8,3,1,64.27,7900
2019,4,8,4,1,63.19,7883
2019,4,8,5,1,62.81,8058
2019,4,8,6,1,62.48,8732
2019,4,8,7,1,62.04,9987
2019,4,8,8,1,61.93,10605
2019,4,8,9,1,60.90,10731
2019,4,8,10,1,62.48,10858
2019,4,8,11,1,62.91,11075
2019,4,8,12,1,62.91,11304
2019,4,8,13,1,63.84,11566
2019,4,8,14,1,65.94,11961
2019,4,8,15,1,70.36,12013
2019,4,8,16,1,73.32,11874
2019,4,8,17,1,75.37,11777
2019,4,8,18,1,76.84,11708
2019,4,8,19,1,75.95,11716
2019,4,8,20,1,73.03,11721
2019,4,8,21,1,70.63,11778
2019,4,8,22,1,67.34,11239
2019,4,8,23,1,66.20,10181
2019,4,9,0,2,65.59,9536
2019,4,9,1,2,65.16,8937
2019,4,9,2,2,65.28,8526
2019,4,9,3,2,64.84,8342
2019,4,9,4,2,64.56,8261
2019,4,9,5,2,64.22,8407
2019,4,9,6,2,64.24,9026
2019,4,9,7,2,64.21,10255
2019,4,9,8,2,64.09,10810
2019,4,9,9,2,63.93,10913
2019,4,9,10,2,64.28,11000
2019,4,9,11,2,64.30,11136
2019,4,9,12,2,64.73,11173
2019,4,9,13,2,64.94,11243
2019,4,9,14,2,65.68,11369
2019,4,9,15,2,67.84,11357
2019,4,9,16,2,69.12,11394
2019,4,9,17,2,70.65,11497
2019,4,9,18,2,71.95,11487
2019,4,9,19,2,72.85,11503
2019,4,9,20,2,73.77,11509
2019,4,9,21,2,72.87,11774
2019,4,9,22,2,70.30,11322
2019,4,9,23,2,69.80,10402
2019,4,10,0,3,68.06,9489
2019,4,10,1,3,66.58,8821
2019,4,10,2,3,65.69,8422
2019,4,10,3,3,63.66,8214
2019,4,10,4,3,62.60,8137
2019,4,10,5,3,61.85,8314
2019,4,10,6,3,60.91,8930
2019,4,10,7,3,60.66,10181
2019,4,10,8,3,59.36,10653
2019,4,10,9,3,58.12,10648
2019,4,10,10,3,57.02,10644
2019,4,10,11,3,56.21,10714
2019,4,10,12,3,56.80,10758
2019,4,10,13,3,59.67,10813
2019,4,10,14,3,64.05,11039
2019,4,10,15,3,68.71,11269
2019,4,10,16,3,70.16,11507
2019,4,10,17,3,72.18,11793
2019,4,10,18,3,73.56,11990
2019,4,10,19,3,74.76,12066
2019,4,10,20,3,76.06,11906
2019,4,10,21,3,76.42,12107
2019,4,10,22,3,75.03,11519
2019,4,10,23,3,73.88,10462
2019,4,11,0,4,70.53,9450
2019,4,11,1,4,68.29,8730
2019,4,11,2,4,66.05,8327
2019,4,11,3,4,63.77,8123
2019,4,11,4,4,61.83,8069
2019,4,11,5,4,60.16,8208
2019,4,11,6,4,58.40,8862
2019,4,11,7,4,57.14,10031
2019,4,11,8,4,55.43,10523
2019,4,11,9,4,53.47,10583
2019,4,11,10,4,53.21,10655
2019,4,11,11,4,53.33,10762
2019,4,11,12,4,55.50,10857
2019,4,11,13,4,58.96,11021
2019,4,11,14,4,62.75,11358
2019,4,11,15,4,68.20,11653
2019,4,11,16,4,71.27,11876
2019,4,11,17,4,73.95,12084
2019,4,11,18,4,75.24,12107
2019,4,11,19,4,76.33,12017
2019,4,11,20,4,77.07,11969
2019,4,11,21,4,77.49,12264
2019,4,11,22,4,75.50,11788
2019,4,11,23,4,74.12,10776
2019,4,12,0,5,72.76,9761
2019,4,12,1,5,71.62,9023
2019,4,12,2,5,70.29,8576
2019,4,12,3,5,67.92,8298
2019,4,12,4,5,66.26,8189
2019,4,12,5,5,65.06,8312
2019,4,12,6,5,63.82,8877
2019,4,12,7,5,63.67,10013
2019,4,12,8,5,63.42,10560
2019,4,12,9,5,63.07,10760
2019,4,12,10,5,63.41,10973
2019,4,12,11,5,64.04,11174
2019,4,12,12,5,64.49,11231
2019,4,12,13,5,65.18,11282
2019,4,12,14,5,66.87,11383
2019,4,12,15,5,68.62,11398
2019,4,12,16,5,69.37,11474
2019,4,12,17,5,70.05,11540
2019,4,12,18,5,70.76,11570
2019,4,12,19,5,71.93,11407
2019,4,12,20,5,72.19,11283
2019,4,12,21,5,72.64,11486
2019,4,12,22,5,71.70,11123
2019,4,12,23,5,70.65,10450
2019,4,13,0,6,69.77,9682
2019,4,13,1,6,68.90,8973
2019,4,13,2,6,68.45,8536
2019,4,13,3,6,67.56,8244
2019,4,13,4,6,67.16,8106
2019,4,13,5,6,66.35,8123
2019,4,13,6,6,66.01,8288
2019,4,13,7,6,66.01,8618
2019,4,13,8,6,65.69,8930
2019,4,13,9,6,65.17,9518
2019,4,13,10,6,65.89,10035
2019,4,13,11,6,65.77,10330
2019,4,13,12,6,65.51,10441
2019,4,13,13,6,65.73,10475
2019,4,13,14,6,66.12,10475
2019,4,13,15,6,67.27,10506
2019,4,13,16,6,67.57,10617
2019,4,13,17,6,68.16,10745
2019,4,13,18,6,67.97,10759
2019,4,13,19,6,68.80,10702
2019,4,13,20,6,70.01,10633
2019,4,13,21,6,70.63,10829
2019,4,13,22,6,70.70,10513
2019,4,13,23,6,69.97,9895
2019,4,14,0,7,69.04,9247
2019,4,14,1,7,68.59,8625
2019,4,14,2,7,67.89,8228
2019,4,14,3,7,67.18,7954
2019,4,14,4,7,66.51,7790
2019,4,14,5,7,66.35,7801
2019,4,14,6,7,66.23,7929
2019,4,14,7,7,66.59,8221
2019,4,14,8,7,67.05,8519
2019,4,14,9,7,67.13,9208
2019,4,14,10,7,67.59,9746
2019,4,14,11,7,67.67,10012
2019,4,14,12,7,67.78,10203
2019,4,14,13,7,68.21,10423
2019,4,14,14,7,69.46,10563
2019,4,14,15,7,71.56,10558
2019,4,14,16,7,73.12,10620
2019,4,14,17,7,74.63,10733
2019,4,14,18,7,75.01,10956
2019,4,14,19,7,74.40,11036
2019,4,14,20,7,73.70,11049
2019,4,14,21,7,73.73,11447
2019,4,14,22,7,73.17,11079
2019,4,14,23,7,73.38,10449
2019,4,15,0,1,73.08,9627
2019,4,15,1,1,73.04,8902
2019,4,15,2,1,72.18,8362
2019,4,15,3,1,70.28,8052
2019,4,15,4,1,68.34,7869
2019,4,15,5,1,66.47,7948
2019,4,15,6,1,63.92,8509
2019,4,15,7,1,62.90,9535
2019,4,15,8,1,60.54,10089
2019,4,15,9,1,57.37,10309
2019,4,15,10,1,54.99,10419
2019,4,15,11,1,54.27,10556
2019,4,15,12,1,54.09,10584
2019,4,15,13,1,54.55,10569
2019,4,15,14,1,56.46,10600
2019,4,15,15,1,58.79,10597
2019,4,15,16,1,60.34,10561
2019,4,15,17,1,62.50,10650
2019,4,15,18,1,63.20,10723
2019,4,15,19,1,64.13,10808
2019,4,15,20,1,64.87,10801
2019,4,15,21,1,65.26,11162
2019,4,15,22,1,62.48,10765
2019,4,15,23,1,60.79,10013
2019,4,16,0,2,57.83,9318
2019,4,16,1,2,55.48,8848
2019,4,16,2,2,53.93,8615
2019,4,16,3,2,50.84,8544
2019,4,16,4,2,48.62,8613
2019,4,16,5,2,46.89,8949
2019,4,16,6,2,44.96,9770
2019,4,16,7,2,44.09,11047
2019,4,16,8,2,41.83,11648
2019,4,16,9,2,40.54,11490
2019,4,16,10,2,40.38,11132
2019,4,16,11,2,40.20,10878
2019,4,16,12,2,43.74,10650
2019,4,16,13,2,47.62,10498
2019,4,16,14,2,53.15,10526
2019,4,16,15,2,58.80,10541
2019,4,16,16,2,61.76,10582
2019,4,16,17,2,64.59,10715
2019,4,16,18,2,66.56,10806
2019,4,16,19,2,68.26,10924
2019,4,16,20,2,69.79,10882
2019,4,16,21,2,71.11,11248
2019,4,16,22,2,69.40,10878
2019,4,16,23,2,68.02,10033
2019,4,17,0,3,65.44,9185
2019,4,17,1,3,63.50,8632
2019,4,17,2,3,61.40,8302
2019,4,17,3,3,58.06,8161
2019,4,17,4,3,56.44,8142
2019,4,17,5,3,54.78,8362
2019,4,17,6,3,52.59,9059
2019,4,17,7,3,51.79,10135
2019,4,17,8,3,50.78,10651
2019,4,17,9,3,49.48,10722
2019,4,17,10,3,49.52,10620
2019,4,17,11,3,49.53,10661
2019,4,17,12,3,52.97,10738
2019,4,17,13,3,58.28,10880
2019,4,17,14,3,63.98,11189
2019,4,17,15,3,71.01,11454
2019,4,17,16,3,74.13,11716
2019,4,17,17,3,77.18,11940
2019,4,17,18,3,78.26,11998
2019,4,17,19,3,79.35,11910
2019,4,17,20,3,79.54,11798
2019,4,17,21,3,79.40,12000
2019,4,17,22,3,76.48,11519
2019,4,17,23,3,74.82,10586
2019,4,18,0,4,72.53,9645
2019,4,18,1,4,70.76,8926
2019,4,18,2,4,70.07,8506
2019,4,18,3,4,67.99,8252
2019,4,18,4,4,66.60,8147
2019,4,18,5,4,64.90,8250
2019,4,18,6,4,63.60,8766
2019,4,18,7,4,62.77,9743
2019,4,18,8,4,60.76,10204
2019,4,18,9,4,58.74,10467
2019,4,18,10,4,60.42,10776
2019,4,18,11,4,60.01,11133
2019,4,18,12,4,60.59,11399
2019,4,18,13,4,62.67,11708
2019,4,18,14,4,65.82,12020
2019,4,18,15,4,71.08,12313
2019,4,18,16,4,73.36,12496
2019,4,18,17,4,75.83,12629
2019,4,18,18,4,77.22,12581
2019,4,18,19,4,78.21,12362
2019,4,18,20,4,78.49,12031
2019,4,18,21,4,78.60,12194
2019,4,18,22,4,76.58,11775
2019,4,18,23,4,74.85,10904
2019,4,19,0,5,73.20,9945
2019,4,19,1,5,72.40,9190
2019,4,19,2,5,71.33,8693
2019,4,19,3,5,69.84,8395
2019,4,19,4,5,68.90,8241
2019,4,19,5,5,67.77,8285
2019,4,19,6,5,66.64,8585
2019,4,19,7,5,66.70,9161
2019,4,19,8,5,67.21,9568
2019,4,19,9,5,67.21,10110
2019,4,19,10,5,68.42,10655
2019,4,19,11,5,68.64,11057
2019,4,19,12,5,68.96,11240
2019,4,19,13,5,69.41,11249
2019,4,19,14,5,70.37,11200
2019,4,19,15,5,70.46,10997
2019,4,19,16,5,70.14,10737
2019,4,19,17,5,70.56,10653
2019,4,19,18,5,70.37,10683
2019,4,19,19,5,70.06,10520
2019,4,19,20,5,68.24,10374
2019,4,19,21,5,68.36,10528
2019,4,19,22,5,67.19,10178
2019,4,19,23,5,65.82,9594
2019,4,20,0,6,64.92,8907
2019,4,20,1,6,64.32,8247
2019,4,20,2,6,63.02,7871
2019,4,20,3,6,61.20,7614
2019,4,20,4,6,60.19,7483
2019,4,20,5,6,58.31,7483
2019,4,20,6,6,56.38,7668
2019,4,20,7,6,55.56,7936
2019,4,20,8,6,53.64,8377
2019,4,20,9,6,51.80,9022
2019,4,20,10,6,50.20,9486
2019,4,20,11,6,49.90,9688
2019,4,20,12,6,50.26,9656
2019,4,20,13,6,51.26,9558
2019,4,20,14,6,52.40,9401
2019,4,20,15,6,53.81,9349
2019,4,20,16,6,54.02,9304
2019,4,20,17,6,55.12,9397
2019,4,20,18,6,54.85,9499
2019,4,20,19,6,55.40,9562
2019,4,20,20,6,55.34,9740
2019,4,20,21,6,55.03,10214
2019,4,20,22,6,52.84,10104
2019,4,20,23,6,52.45,9696
2019,4,21,0,7,51.54,9156
2019,4,21,1,7,50.51,8687
2019,4,21,2,7,49.77,8390
2019,4,21,3,7,48.94,8256
2019,4,21,4,7,48.43,8230
2019,4,21,5,7,47.01,8296
2019,4,21,6,7,46.21,8580
2019,4,21,7,7,45.74,8941
2019,4,21,8,7,44.91,9324
2019,4,21,9,7,44.17,9719
2019,4,21,10,7,43.70,9660
2019,4,21,11,7,43.68,9360
2019,4,21,12,7,45.83,9182
2019,4,21,13,7,48.62,9092
2019,4,21,14,7,52.57,8872
2019,4,21,15,7,56.34,8665
2019,4,21,16,7,56.75,8538
2019,4,21,17,7,58.63,8574
2019,4,21,18,7,60.05,8746
2019,4,21,19,7,60.41,8909
2019,4,21,20,7,61.83,9128
2019,4,21,21,7,63.02,9667
2019,4,21,22,7,62.63,9540
2019,4,21,23,7,61.71,9039
2019,4,22,0,1,59.33,8471
2019,4,22,1,1,57.32,8057
2019,4,22,2,1,55.54,7861
2019,4,22,3,1,53.03,7839
2019,4,22,4,1,51.23,7946
2019,4,22,5,1,49.92,8284
2019,4,22,6,1,48.92,9023
2019,4,22,7,1,48.47,10182
2019,4,22,8,1,47.09,10844
2019,4,22,9,1,46.40,10838
2019,4,22,10,1,46.64,10670
2019,4,22,11,1,46.33,10594
2019,4,22,12,1,49.40,10503
2019,4,22,13,1,53.89,10537
2019,4,22,14,1,60.25,10608
2019,4,22,15,1,64.40,10653
2019,4,22,16,1,66.72,10804
2019,4,22,17,1,69.15,11032
2019,4,22,18,1,70.61,11278
2019,4,22,19,1,72.27,11424
2019,4,22,20,1,73.70,11352
2019,4,22,21,1,74.46,11545
2019,4,22,22,1,73.32,11091
2019,4,22,23,1,72.25,10139
2019,4,23,0,2,68.03,9204
2019,4,23,1,2,66.21,8498
2019,4,23,2,2,63.44,8127
2019,4,23,3,2,60.02,7955
2019,4,23,4,2,58.08,7908
2019,4,23,5,2,56.71,8105
2019,4,23,6,2,55.38,8761
2019,4,23,7,2,54.78,9855
2019,4,23,8,2,53.53,10441
2019,4,23,9,2,52.83,10533
2019,4,23,10,2,52.86,10576
2019,4,23,11,2,52.50,10784
2019,4,23,12,2,55.22,11012
2019,4,23,13,2,59.95,11341
2019,4,23,14,2,67.28,11827
2019,4,23,15,2,73.52,12228
2019,4,23,16,2,76.27,12603
2019,4,23,17,2,79.48,13017
2019,4,23,18,2,80.92,13195
2019,4,23,19,2,81.91,13194
2019,4,23,20,2,82.39,12922
2019,4,23,21,2,82.82,12911
2019,4,23,22,2,80.92,12311
2019,4,23,23,2,79.33,11184
2019,4,24,0,3,76.57,10113
2019,4,24,1,3,74.18,9266
2019,4,24,2,3,72.60,8731
2019,4,24,3,3,70.26,8393
2019,4,24,4,3,68.54,8227
2019,4,24,5,3,66.46,8283
2019,4,24,6,3,64.39,8836
2019,4,24,7,3,63.60,9782
2019,4,24,8,3,61.39,10298
2019,4,24,9,3,59.64,10567
2019,4,24,10,3,60.61,10823
2019,4,24,11,3,61.08,11249
2019,4,24,12,3,62.42,11725
2019,4,24,13,3,66.66,12242
2019,4,24,14,3,72.06,12861
2019,4,24,15,3,77.32,13413
2019,4,24,16,3,79.64,13825
2019,4,24,17,3,81.32,14194
2019,4,24,18,3,82.94,14334
2019,4,24,19,3,83.67,14232
2019,4,24,20,3,84.21,13727
2019,4,24,21,3,84.54,13453
2019,4,24,22,3,81.58,12840
2019,4,24,23,3,79.95,11588
2019,4,25,0,4,77.45,10386
2019,4,25,1,4,74.91,9480
2019,4,25,2,4,72.65,8887
2019,4,25,3,4,69.45,8564
2019,4,25,4,4,67.09,8371
2019,4,25,5,4,66.02,8430
2019,4,25,6,4,63.99,8926
2019,4,25,7,4,63.44,9891
2019,4,25,8,4,62.27,10383
2019,4,25,9,4,61.01,10703
2019,4,25,10,4,60.53,10932
2019,4,25,11,4,60.97,11252
2019,4,25,12,4,62.54,11578
2019,4,25,13,4,64.80,11955
2019,4,25,14,4,68.12,12339
2019,4,25,15,4,72.71,12609
2019,4,25,16,4,75.08,12727
2019,4,25,17,4,77.47,12754
2019,4,25,18,4,78.34,12585
2019,4,25,19,4,78.80,12419
2019,4,25,20,4,78.32,12303
2019,4,25,21,4,77.79,12463
2019,4,25,22,4,75.57,11985
2019,4,25,23,4,74.19,11081
2019,4,26,0,5,72.40,10091
2019,4,26,1,5,71.19,9382
2019,4,26,2,5,70.48,8927
2019,4,26,3,5,69.52,8632
2019,4,26,4,5,68.96,8495
2019,4,26,5,5,68.17,8600
2019,4,26,6,5,67.70,9068
2019,4,26,7,5,67.10,9976
2019,4,26,8,5,66.01,10478
2019,4,26,9,5,64.42,10794
2019,4,26,10,5,65.09,11016
2019,4,26,11,5,64.88,11353
2019,4,26,12,5,65.30,11532
2019,4,26,13,5,66.78,11592
2019,4,26,14,5,68.07,11626
2019,4,26,15,5,70.90,11494
2019,4,26,16,5,72.09,11037
2019,4,26,17,5,71.53,10865
2019,4,26,18,5,70.73,10676
2019,4,26,19,5,69.65,10495
2019,4,26,20,5,69.05,10226
2019,4,26,21,5,68.11,10400
2019,4,26,22,5,65.67,10225
2019,4,26,23,5,64.39,9633
2019,4,27,0,6,62.24,8981
2019,4,27,1,6,60.44,8413
2019,4,27,2,6,59.19,8069
2019,4,27,3,6,56.98,7817
2019,4,27,4,6,55.29,7755
2019,4,27,5,6,54.01,7822
2019,4,27,6,6,52.56,8078
2019,4,27,7,6,51.72,8457
2019,4,27,8,6,50.69,8876
2019,4,27,9,6,49.28,9319
2019,4,27,10,6,49.14,9437
2019,4,27,11,6,48.90,9529
2019,4,27,12,6,52.89,9444
2019,4,27,13,6,56.37,9424
2019,4,27,14,6,61.41,9467
2019,4,27,15,6,65.57,9561
2019,4,27,16,6,67.71,9806
2019,4,27,17,6,69.94,10164
2019,4,27,18,6,71.98,10455
2019,4,27,19,6,73.15,10487
2019,4,27,20,6,74.40,10311
2019,4,27,21,6,75.17,10391
2019,4,27,22,6,73.45,10149
2019,4,27,23,6,72.10,9518
2019,4,28,0,7,69.08,8793
2019,4,28,1,7,66.40,8194
2019,4,28,2,7,65.00,7797
2019,4,28,3,7,62.89,7548
2019,4,28,4,7,61.76,7416
2019,4,28,5,7,60.94,7395
2019,4,28,6,7,59.45,7526
2019,4,28,7,7,59.13,7720
2019,4,28,8,7,60.09,7893
2019,4,28,9,7,59.34,8665
2019,4,28,10,7,58.31,9070
2019,4,28,11,7,58.24,9300
2019,4,28,12,7,59.58,9549
2019,4,28,13,7,62.45,9956
2019,4,28,14,7,66.36,10456
2019,4,28,15,7,72.04,11002
2019,4,28,16,7,75.82,11598
2019,4,28,17,7,78.30,12212
2019,4,28,18,7,79.90,12685
2019,4,28,19,7,81.22,12812
2019,4,28,20,7,82.41,12538
2019,4,28,21,7,83.05,12424
2019,4,28,22,7,80.94,11866
2019,4,28,23,7,79.83,10809
2019,4,29,0,1,77.11,9822
2019,4,29,1,1,73.76,8974
2019,4,29,2,1,70.95,8460
2019,4,29,3,1,67.82,8157
2019,4,29,4,1,65.61,7994
2019,4,29,5,1,64.60,8110
2019,4,29,6,1,62.75,8671
2019,4,29,7,1,61.72,9722
2019,4,29,8,1,60.43,10254
2019,4,29,9,1,59.09,10440
2019,4,29,10,1,57.58,10630
2019,4,29,11,1,57.43,10861
2019,4,29,12,1,57.43,10998
2019,4,29,13,1,57.99,11113
2019,4,29,14,1,59.82,11254
2019,4,29,15,1,63.69,11621
2019,4,29,16,1,65.23,11793
2019,4,29,17,1,67.77,12119
2019,4,29,18,1,69.06,12356
2019,4,29,19,1,71.07,12379
2019,4,29,20,1,72.82,12214
2019,4,29,21,1,73.60,12315
2019,4,29,22,1,70.77,11846
2019,4,29,23,1,70.17,10796
2019,4,30,0,2,68.19,9782
2019,4,30,1,2,67.47,9047
2019,4,30,2,2,66.64,8606
2019,4,30,3,2,65.00,8329
2019,4,30,4,2,63.81,8216
2019,4,30,5,2,62.10,8342
2019,4,30,6,2,61.38,8912
2019,4,30,7,2,61.48,9944
2019,4,30,8,2,60.25,10481
2019,4,30,9,2,58.79,10741
2019,4,30,10,2,59.13,11055
2019,4,30,11,2,59.54,11482
2019,4,30,12,2,61.17,11955
2019,4,30,13,2,65.73,12486
2019,4,30,14,2,70.48,13308
2019,4,30,15,2,76.02,13862
2019,4,30,16,2,79.17,14384
2019,4,30,17,2,81.85,14904
2019,4,30,18,2,83.41,14900
2019,4,30,19,2,84.46,14771
2019,4,30,20,2,84.66,14305
2019,4,30,21,2,85.01,14116
2019,4,30,22,2,82.57,13376
2019,4,30,23,2,80.90,12065
2019,5,1,0,3,78.58,10844
2019,5,1,1,3,76.30,9940
2019,5,1,2,3,74.26,9322
2019,5,1,3,3,71.67,8954
2019,5,1,4,3,69.79,8767
2019,5,1,5,3,67.99,8827
2019,5,1,6,3,67.20,9311
2019,5,1,7,3,66.33,10253
2019,5,1,8,3,65.10,10828
2019,5,1,9,3,63.73,11179
2019,5,1,10,3,64.29,11584
2019,5,1,11,3,64.05,12033
2019,5,1,12,3,65.64,12509
2019,5,1,13,3,67.72,13021
2019,5,1,14,3,71.12,13637
2019,5,1,15,3,75.76,14120
